"msoa21_code","ltla21_code","SoVI_standardised","wildfire_risk_summer_standardised","is_worst_deciles"
"E02000044","E09000003",1.38360338358686,0.0915780155021699,NA
"E02000045","E09000003",1.21255024066339,0.229828427713276,NA
"E02000046","E09000003",-0.333320749897575,-0.212572891362265,NA
"E02000047","E09000003",1.90354566494868,0.329368724505273,NA
"E02000048","E09000003",-0.0362747071234442,-0.146212693500934,NA
"E02000049","E09000003",2.96285445823209,0.0915780155021699,NA
"E02000050","E09000003",1.01519109923248,0.00862776817550588,NA
"E02000051","E09000003",0.163342976840512,-0.179392792431599,NA
"E02000317","E09000011",3.26448357029163,0.152408196875057,NA
"E02000318","E09000011",1.45754307378411,-0.69921434234536,NA
"E02000319","E09000011",1.97538204062944,-0.0522024131973811,NA
"E02000320","E09000011",1.71769812845098,-0.69921434234536,NA
"E02000321","E09000011",3.25008101603877,0.594809515950598,"yes"
"E02000323","E09000011",2.55872574306735,0.594809515950598,"yes"
"E02000324","E09000011",2.93043342491829,0.152408196875057,NA
"E02000326","E09000011",0.778669378662025,-0.289993122200484,NA
"E02000327","E09000011",2.77515023472136,0.594809515950598,"yes"
"E02000328","E09000011",0.782496633790038,-0.289993122200484,NA
"E02000329","E09000011",1.37526708845984,-0.0522024131973811,NA
"E02000331","E09000011",1.84115639672751,0.152408196875057,NA
"E02000332","E09000011",1.00722745575478,0.594809515950598,"yes"
"E02000333","E09000011",0.174628599516887,-0.289993122200484,NA
"E02000334","E09000011",1.2011508694868,0.152408196875057,NA
"E02000335","E09000011",-0.283917348970493,-0.0356123637320483,NA
"E02000337","E09000011",1.54009255352264,-0.309348179910039,NA
"E02000339","E09000011",0.290247574057778,-0.0356123637320483,NA
"E02000340","E09000011",0.333904173680965,0.141348163898168,NA
"E02000341","E09000011",2.32309614936461,-0.771104556695135,NA
"E02000342","E09000011",1.01948849312424,-0.0853825121280467,NA
"E02000343","E09000011",1.22293727086915,-0.771104556695135,NA
"E02000344","E09000011",-0.156826561164092,-0.666034243414694,NA
"E02000345","E09000012",1.27891344009917,-0.32317322113115,NA
"E02000346","E09000012",3.44368129281651,-0.433773550900035,NA
"E02000347","E09000012",1.61629235778255,-0.433773550900035,NA
"E02000348","E09000012",2.65713097631903,-0.32317322113115,NA
"E02000350","E09000012",1.21226421096922,-0.32317322113115,NA
"E02000351","E09000012",2.07168835013919,-0.54437388066892,NA
"E02000352","E09000012",2.20149595209892,-0.433773550900035,NA
"E02000353","E09000012",1.09782991511515,-0.32317322113115,NA
"E02000354","E09000012",3.15118545666413,-0.32317322113115,NA
"E02000355","E09000012",1.54970198224076,-0.32317322113115,NA
"E02000356","E09000012",1.29406406731901,-0.433773550900035,NA
"E02000357","E09000012",5.18362592987253,0.771770043580814,"yes"
"E02000358","E09000012",2.60896866938104,-0.433773550900035,NA
"E02000359","E09000012",2.23427089289254,0.771770043580814,"yes"
"E02000360","E09000012",4.05429088337472,-0.32317322113115,NA
"E02000361","E09000012",2.51530816848599,-0.32317322113115,NA
"E02000362","E09000012",3.3930040993649,1.86671330829278,"yes"
"E02000363","E09000012",4.55412135102787,0.0123144458344686,NA
"E02000364","E09000012",2.46692954539966,-0.914884985394686,NA
"E02000366","E09000012",3.39935220528935,1.20679800733843,"yes"
"E02000367","E09000012",2.22040019470281,-0.914884985394686,NA
"E02000368","E09000012",3.87528034317963,-1.50659674965822,NA
"E02000369","E09000012",3.03923597695498,-0.898294935929353,NA
"E02000370","E09000012",3.1046589698371,-0.898294935929353,NA
"E02000372","E09000013",3.42968579742833,-0.666034243414694,NA
"E02000373","E09000013",4.6486509621736,-0.666034243414694,NA
"E02000374","E09000013",2.34266380177492,-0.666034243414694,NA
"E02000104","E09000005",0.639292072494184,-0.931475034860019,NA
"E02000105","E09000005",0.335505651462081,-0.677094276391583,NA
"E02000106","E09000005",1.86955732623918,0.301718642063051,NA
"E02000107","E09000005",1.5611062584359,1.78929307745456,"yes"
"E02000108","E09000005",0.328153232168198,-0.278933089223596,NA
"E02000110","E09000005",1.42327007312494,1.78929307745456,"yes"
"E02000111","E09000005",-0.147320289690572,-0.677094276391583,NA
"E02000112","E09000005",0.0955266000660178,-0.931475034860019,NA
"E02000113","E09000005",4.74101545620053,-1.18585579332846,NA
"E02000114","E09000005",1.85432737845635,0.561629417019932,"yes"
"E02000115","E09000005",2.15395301219127,-0.00980562011930845,NA
"E02000116","E09000005",3.00140161398019,0.561629417019932,"yes"
"E02000117","E09000005",4.07051676518445,0.138583155653946,NA
"E02000118","E09000005",-0.0344495449614597,-0.657739218682028,NA
"E02000119","E09000005",4.32723116329889,-0.28446310571204,NA
"E02000120","E09000005",1.80656428551733,-0.599674045553363,NA
"E02000121","E09000005",-0.0600863190970715,-1.0826288188775,NA
"E02000122","E09000005",1.16123327744812,0.561629417019932,"yes"
"E02000123","E09000005",3.43290327416528,-0.0245523307551597,NA
"E02000124","E09000005",1.15452938517751,-0.62179411150714,NA
"E02000125","E09000005",1.39994767343168,-0.666034243414694,NA
"E02000126","E09000005",4.34380609134374,-0.0466723967089368,NA
"E02000127","E09000006",1.55518918532774,-0.771104556695135,NA
"E02000128","E09000006",-0.270366404529925,-0.437460228558998,NA
"E02000130","E09000006",0.937239463922006,-0.540687203009958,NA
"E02000131","E09000006",1.74565495733291,-0.848524787533355,NA
"E02000132","E09000006",0.701104703307085,-0.948065084325352,NA
"E02000133","E09000006",-0.841224307599285,-0.964655133790684,NA
"E02000134","E09000006",0.48671287950911,-1.02548531516357,NA
"E02000135","E09000006",3.35712928709672,-0.848524787533355,NA
"E02000136","E09000006",0.471429856693015,-0.0945992062754537,NA
"E02000137","E09000006",-0.128082545960355,-1.34069625500489,NA
"E02000138","E09000006",-0.136966716221892,-1.97111813468754,NA
"E02000139","E09000006",0.0889829003943804,-1.04944871994683,NA
"E02000140","E09000006",1.77157879968752,0.362548823435939,NA
"E02000141","E09000006",0.962274855179812,-1.25221599118979,NA
"E02000142","E09000006",-0.552191225459512,-1.15820571088623,NA
"E02000144","E09000006",-0.341285731786766,-1.17479576035157,NA
"E02000145","E09000006",1.78535460820336,0.417848988320381,"yes"
"E02000146","E09000006",-0.236534791337646,-1.15820571088623,NA
"E02000147","E09000006",-0.736110647761907,-1.57295694751955,NA
"E02000148","E09000006",-0.633655244615281,-1.1416156614209,NA
"E02000149","E09000006",0.394931448987028,0.362548823435939,NA
"E02000150","E09000006",-0.274168922885529,-1.97111813468754,NA
"E02000151","E09000006",-1.17835024134624,-0.389533418992481,NA
"E02000152","E09000006",1.0594184162159,-1.15820571088623,NA
"E02000153","E09000006",-0.973439160180155,-1.57295694751955,NA
"E02000154","E09000006",-0.513981109401394,-0.149899371159896,NA
"E02000155","E09000006",-0.0166016118133191,0.0897346766726884,NA
"E02000156","E09000006",-0.304600582922104,0.0418078671061715,NA
"E02000211","E09000008",0.284988111627035,-0.643914177460917,NA
"E02000212","E09000008",1.96205981874174,-0.791381283819431,NA
"E02000213","E09000008",2.72823113379549,-0.842994771044911,NA
"E02000214","E09000008",0.406929808560904,0.0196878011523944,NA
"E02000215","E09000008",1.7103933744119,-0.267873056246707,NA
"E02000216","E09000008",0.0990521901582786,-0.0411423802204925,NA
"E02000217","E09000008",2.08008232903291,0.05286790008306,NA
"E02000218","E09000008",2.34436871636715,0.863936985054885,"yes"
"E02000219","E09000008",-0.149875441971727,0.334898740993717,NA
"E02000221","E09000008",2.19758594911859,0.639049647858152,"yes"
"E02000222","E09000008",0.462712954433256,0.965320620676363,"yes"
"E02000223","E09000008",4.28685793019452,3.27133749635762,"yes"
"E02000224","E09000008",0.652225690163819,0.639049647858152,"yes"
"E02000225","E09000008",2.32596618392212,3.27133749635762,"yes"
"E02000226","E09000008",-0.452964838990358,1.29159159349457,NA
"E02000227","E09000008",0.727789348625136,2.2814645449261,"yes"
"E02000228","E09000008",-0.728213883284268,0.48144417793749,NA
"E02000229","E09000008",3.04522150668426,2.83446619377052,"yes"
"E02000230","E09000008",0.332273097783944,0.705409845719483,"yes"
"E02000231","E09000008",-0.751412657145016,0.329368724505273,NA
"E02000232","E09000008",0.0141156531424269,1.13951614006236,NA
"E02000233","E09000008",0.199597515630283,1.11463106586436,NA
"E02000234","E09000008",0.717315576055782,0.580062805314746,"yes"
"E02000235","E09000008",-0.320003442050308,1.11463106586436,NA
"E02000236","E09000008",-0.573297847552443,-0.0134922977782712,NA
"E02000237","E09000008",0.169317183113843,0.0971080319906142,NA
"E02000238","E09000009",0.424777974240956,0.119228097944391,NA
"E02000239","E09000009",-0.532660015201024,-0.278933089223596,NA
"E02000240","E09000009",1.70764966231569,0.80495014251148,"yes"
"E02000241","E09000009",0.523964235336963,0.80495014251148,"yes"
"E02000242","E09000009",-0.270476894450416,-1.03101533165202,NA
"E02000243","E09000009",0.773228434349189,-0.444833583876924,NA
"E02000244","E09000009",0.592363060634974,-0.632854144484029,NA
"E02000245","E09000009",2.5244832335169,0.823383530806294,"yes"
"E02000246","E09000009",1.79471310981887,1.14781116479502,"yes"
"E02000247","E09000009",1.60777333742546,0.167154907510908,NA
"E02000248","E09000009",0.622335401272116,-0.384003402504037,NA
"E02000249","E09000009",0.848958406042535,0.163468229851945,NA
"E02000250","E09000009",-0.159385672487306,-1.38493638691245,NA
"E02000251","E09000009",-0.436802810504181,0.163468229851945,NA
"E02000252","E09000009",2.17240228094384,-0.0245523307551597,NA
"E02000253","E09000009",2.59676520393793,-0.610734078530252,NA
"E02000254","E09000009",-0.719627636865044,0.191118312294166,NA
"E02000255","E09000009",1.02872317922917,-0.610734078530252,NA
"E02000256","E09000009",0.168380842062524,-1.38493638691245,NA
"E02000258","E09000009",0.630446883274539,0.616929581904375,"yes"
"E02000259","E09000009",0.285844907030824,-0.610734078530252,NA
"E02000260","E09000009",-0.357239837046161,0.191118312294166,NA
"E02000261","E09000009",1.87732321764272,-0.0245523307551597,NA
"E02000262","E09000009",1.55485155172689,0.616929581904375,"yes"
"E02000263","E09000009",-0.209345633941518,0.218768394736388,NA
"E02000264","E09000009",0.180044164695938,-0.384003402504037,NA
"E02000265","E09000009",1.50021617351148,-0.610734078530252,NA
"E02000266","E09000009",2.01520300842278,0.163468229851945,NA
"E02000267","E09000009",0.605885869322306,-0.610734078530252,NA
"E02000268","E09000009",0.483224967459021,0.782830076557703,"yes"
"E02000269","E09000009",-0.413638765249328,0.782830076557703,NA
"E02000270","E09000009",2.18375961269467,0.445499070762602,"yes"
"E02000271","E09000009",-0.373758036529605,0.445499070762602,NA
"E02000272","E09000009",-0.278885195434908,0.102638048479058,NA
"E02000275","E09000009",0.30155538297959,-0.761887862547728,NA
"E02000276","E09000009",0.175521994052293,0.782830076557703,NA
"E02000277","E09000010",2.3243466713099,2.31464464385676,"yes"
"E02000278","E09000010",2.99223056634486,2.31464464385676,"yes"
"E02000279","E09000010",3.0389632296599,0.76624002709237,"yes"
"E02000280","E09000010",1.13950228640388,0.661169713811929,"yes"
"E02000281","E09000010",2.0956426967105,1.00403073609547,"yes"
"E02000282","E09000010",3.31837702244904,1.50910557537338,"yes"
"E02000283","E09000010",2.12272927359484,0.476835830863787,"yes"
"E02000284","E09000010",0.715198769888978,-0.218102907850709,NA
"E02000285","E09000010",-0.212729496246548,-0.101972561593379,NA
"E02000286","E09000010",0.539067559369575,0.163468229851945,NA
"E02000287","E09000010",0.254644396921672,0.0418078671061715,NA
"E02000288","E09000010",2.57066373864266,-0.54437388066892,NA
"E02000289","E09000010",0.00311767388644826,-0.194139503067451,NA
"E02000290","E09000010",3.37785299483436,-0.986775199744461,NA
"E02000291","E09000010",1.57065770271961,-0.218102907850709,NA
"E02000292","E09000010",1.16002831558791,-0.101972561593379,NA
"E02000293","E09000010",-0.224810205794924,-0.334233254108038,NA
"E02000294","E09000010",2.29161558847522,-0.54437388066892,NA
"E02000295","E09000010",0.533484332358708,-0.146212693500934,NA
"E02000296","E09000010",0.623775112207425,-0.146212693500934,NA
"E02000297","E09000010",0.252550102022093,-0.218102907850709,NA
"E02000298","E09000010",-0.198407606598885,-0.334233254108038,NA
"E02000299","E09000010",2.58472199582985,-0.101972561593379,NA
"E02000300","E09000010",2.09280481808737,-0.101972561593379,NA
"E02000301","E09000010",3.51822841848223,-0.309348179910039,NA
"E02000302","E09000010",0.856206309779382,-0.171097767698933,NA
"E02000303","E09000010",2.91450956851856,0.191118312294167,NA
"E02000304","E09000010",-0.176832179799908,-0.198747850141154,NA
"E02000305","E09000010",0.190839238680065,-0.533313847692032,NA
"E02000306","E09000010",4.36846355547687,-0.0835391732985652,NA
"E02000307","E09000010",1.29360710708634,-0.116719272229231,NA
"E02000308","E09000010",0.934380371688238,-0.251283006781375,NA
"E02000309","E09000010",2.74804336849525,-0.0743224791511581,NA
"E02000311","E09000010",1.42290037554773,-0.124092627547157,NA
"E02000312","E09000010",0.760951411120652,-0.251283006781375,NA
"E02000313","E09000011",4.13812137661143,0.384668889389716,NA
"E02000314","E09000011",2.67868362617574,0.45471576491001,"yes"
"E02000315","E09000011",3.25928913753619,0.384668889389716,NA
"E02000157","E09000006",-1.00810165475464,-0.127779305206119,NA
"E02000158","E09000006",0.421757514608529,0.0897346766726884,NA
"E02000159","E09000006",-0.781612078547099,2.60773551774431,NA
"E02000160","E09000006",-0.68811242483832,1.56809241791679,NA
"E02000161","E09000006",-1.20197340568783,0.379138872901272,NA
"E02000162","E09000006",0.11456386018207,0.42890902129727,NA
"E02000163","E09000006",-0.889480083755116,0.329368724505273,NA
"E02000165","E09000006",-0.87032381878336,2.39759489118343,NA
"E02000166","E09000007",1.9170721161458,-0.378473386015593,NA
"E02000167","E09000007",-0.0189458709129847,-0.765574540206691,NA
"E02000168","E09000007",1.27179927919451,-0.378473386015593,NA
"E02000169","E09000007",-0.18563007095583,-1.15267569439779,NA
"E02000170","E09000007",0.464785608127288,0.318308691528384,NA
"E02000171","E09000007",1.21373035532655,-0.378473386015593,NA
"E02000172","E09000007",3.130152847222,-0.378473386015593,NA
"E02000173","E09000007",0.33334669903416,-0.765574540206691,NA
"E02000174","E09000007",2.42028936297199,-0.378473386015593,NA
"E02000175","E09000007",1.12236601670508,-1.15267569439779,NA
"E02000176","E09000007",0.326227914583137,-0.765574540206691,NA
"E02000177","E09000007",2.61575310047121,-0.378473386015593,NA
"E02000178","E09000007",2.32159975192847,-0.599674045553363,NA
"E02000179","E09000007",1.53154327556927,-0.765574540206691,NA
"E02000180","E09000007",2.08584374929761,-0.483543699296033,NA
"E02000181","E09000007",0.563251888210348,-0.599674045553363,NA
"E02000182","E09000007",0.800896088245081,-0.541608872424698,NA
"E02000183","E09000007",1.61782732579001,-0.483543699296033,NA
"E02000184","E09000007",2.49886547504591,-0.483543699296033,NA
"E02000185","E09000007",3.42341792142751,-0.599674045553363,NA
"E02000186","E09000007",1.75188880756602,-0.483543699296033,NA
"E02000187","E09000007",3.49096069496739,-0.419026840264184,NA
"E02000188","E09000007",3.30719745427394,-0.588614012576474,NA
"E02000191","E09000007",1.19530865249111,-0.588614012576474,NA
"E02000192","E09000007",2.50522558196352,-0.289993122200484,NA
"E02000193","E09000007",1.88791622033528,-0.439303567388479,NA
"E02000194","E09000008",1.78324847266683,-0.740689466008692,NA
"E02000195","E09000008",0.597571878082168,-0.632854144484029,NA
"E02000196","E09000008",1.73243099133946,-0.632854144484029,NA
"E02000197","E09000008",1.4095936724087,-1.36834633744712,NA
"E02000198","E09000008",2.78655514004747,-0.842994771044911,NA
"E02000199","E09000008",2.0769176522009,-0.842994771044911,NA
"E02000200","E09000008",1.99994973469536,-1.04760538111735,NA
"E02000201","E09000008",3.3581180982863,-1.25221599118979,NA
"E02000202","E09000008",1.25314613225959,-0.842994771044911,NA
"E02000203","E09000008",2.73076839436071,-0.842994771044911,NA
"E02000204","E09000008",1.28103471754833,-1.36834633744712,NA
"E02000206","E09000008",3.03276722446013,-1.04760538111735,NA
"E02000207","E09000008",2.79452182374554,-1.25221599118979,NA
"E02000208","E09000008",2.93664780898548,-0.842994771044911,NA
"E02000209","E09000008",1.17072364906889,-1.36834633744712,NA
"E02000210","E09000008",1.41421337472148,-1.04760538111735,NA
"E02000375","E09000013",2.83279895249216,-0.666034243414694,NA
"E02000376","E09000013",2.28912746482039,-0.666034243414694,NA
"E02000377","E09000013",2.31821140060523,0.0971080319906142,NA
"E02000378","E09000013",1.6847558589333,0.0971080319906142,NA
"E02000379","E09000013",1.23874904342444,0.270381881961868,NA
"E02000380","E09000013",0.988343637968246,0.0971080319906142,NA
"E02000381","E09000013",1.3325411189553,0.0971080319906142,NA
"E02000382","E09000013",1.16234580650456,0.0971080319906142,NA
"E02000383","E09000013",1.64764859494258,0.561629417019932,"yes"
"E02000384","E09000013",2.48793383921156,0.860250307395923,"yes"
"E02000385","E09000013",0.629387533018986,0.561629417019932,"yes"
"E02000386","E09000013",3.15146936892979,0.263008526643942,NA
"E02000387","E09000013",2.24160417623866,0.561629417019932,"yes"
"E02000388","E09000013",1.11566484981852,0.263008526643942,NA
"E02000389","E09000013",0.251034313757334,0.860250307395923,NA
"E02000390","E09000013",0.856503026893479,0.561629417019932,"yes"
"E02000391","E09000013",0.55194798701775,0.263008526643942,NA
"E02000392","E09000013",0.922982179074219,0.561629417019932,"yes"
"E02000393","E09000013",-0.203231264716092,0.561629417019932,NA
"E02000394","E09000013",1.60019718768028,0.263008526643942,NA
"E02000395","E09000013",-0.0805937744545605,0.561629417019932,NA
"E02000396","E09000013",1.02157415369246,0.263008526643942,NA
"E02000397","E09000014",1.92951308492119,-0.251283006781375,NA
"E02000398","E09000014",4.16425500117238,0.484209186181713,"yes"
"E02000400","E09000014",1.95391808957271,-0.251283006781375,NA
"E02000401","E09000014",3.25282409982023,-0.732394441276025,NA
"E02000402","E09000014",3.73245383869978,-0.124092627547157,NA
"E02000403","E09000014",1.30603105127633,-0.732394441276025,NA
"E02000404","E09000014",2.32575470231069,-0.732394441276025,NA
"E02000405","E09000014",-0.118275503151377,-0.251283006781375,NA
"E02000406","E09000014",2.30364388335282,-0.732394441276025,NA
"E02000407","E09000014",3.35818758826169,0.484209186181713,"yes"
"E02000408","E09000014",3.74971827235628,0.484209186181713,"yes"
"E02000409","E09000014",3.52494756380921,-0.124092627547157,NA
"E02000410","E09000014",-0.106646534914916,0.229828427713276,NA
"E02000411","E09000014",2.87287906335493,0.0805179825252814,NA
"E02000412","E09000014",2.68476444846722,-0.732394441276025,NA
"E02000413","E09000014",0.599591673234267,0.229828427713276,NA
"E02000414","E09000014",1.97105972625208,-0.124092627547157,NA
"E02000415","E09000014",1.87433324219101,-0.732394441276025,NA
"E02000416","E09000014",2.06598724777793,-0.34897996474389,NA
"E02000417","E09000014",0.227063045179325,-0.0743224791511581,NA
"E02000418","E09000014",0.057277843598103,-0.231006279657079,NA
"E02000419","E09000014",1.27663753664763,-0.638384160972473,NA
"E02000420","E09000014",2.801977130079,-0.190452825408487,NA
"E02000421","E09000014",3.96042031012889,0.0805179825252814,NA
"E02000422","E09000014",2.62055167446466,-0.533313847692032,NA
"E02000423","E09000014",1.2666168939055,-0.638384160972473,NA
"E02000424","E09000014",1.42782575862192,-0.638384160972473,NA
"E02000425","E09000014",1.04210009221762,0.0805179825252814,NA
"E02000052","E09000003",0.538005042323813,0.00862776817550588,NA
"E02000054","E09000003",0.261996487175991,0.821540191976812,NA
"E02000055","E09000003",0.50795916923391,0.821540191976812,"yes"
"E02000056","E09000003",-0.467416215248957,-0.378473386015593,NA
"E02000057","E09000003",-0.260239386733034,0.476835830863787,NA
"E02000058","E09000003",-0.0852129826039321,-0.682624292880027,NA
"E02000059","E09000003",0.69798980176714,0.196648328782611,NA
"E02000060","E09000003",-0.218256686774626,0.141348163898168,NA
"E02000061","E09000003",-0.194886794185554,0.318308691528384,NA
"E02000062","E09000003",2.08862659500838,1.78929307745456,"yes"
"E02000063","E09000003",1.01120952167872,0.318308691528384,NA
"E02000064","E09000003",1.56370767800872,0.318308691528384,NA
"E02000065","E09000004",2.95562621953255,1.73767959022908,"yes"
"E02000066","E09000004",3.09939767864627,1.12845610708547,"yes"
"E02000067","E09000004",1.33420018764916,1.87224332478122,"yes"
"E02000068","E09000004",2.08040597618799,2.31280130502728,"yes"
"E02000069","E09000004",0.807688209004039,2.51372523744076,"yes"
"E02000070","E09000004",0.0331910322422313,1.83353320936211,NA
"E02000071","E09000004",0.230078663900608,2.51372523744076,NA
"E02000072","E09000004",2.15073430607086,3.1939172655194,"yes"
"E02000073","E09000004",-0.780303631523071,0.567159433508376,NA
"E02000074","E09000004",1.78174228332527,2.51372523744076,"yes"
"E02000075","E09000004",-0.490621532861063,1.83353320936211,NA
"E02000077","E09000004",-0.35002403325032,-0.69921434234536,NA
"E02000078","E09000004",-0.55003124512029,2.51372523744076,NA
"E02000079","E09000004",-0.309167587391529,1.33583172540213,NA
"E02000080","E09000004",-0.252035713256633,-0.101972561593379,NA
"E02000081","E09000004",0.024456379412764,2.63354226135705,NA
"E02000082","E09000004",-0.747993040208235,0.13028813092128,NA
"E02000083","E09000004",0.325718082235381,3.14230377829392,"yes"
"E02000084","E09000004",-0.736754988481981,0.889743728667625,NA
"E02000085","E09000004",-0.602028992096993,0.495269219158601,NA
"E02000086","E09000004",-0.830965519782264,0.495269219158601,NA
"E02000087","E09000004",-0.732653949604318,2.87317630918963,NA
"E02000088","E09000004",-0.923956902072751,1.68422276417412,NA
"E02000089","E09000004",-0.855106136566415,-0.0853825121280467,NA
"E02000090","E09000004",-0.0820955588854563,-0.0853825121280467,NA
"E02000091","E09000004",0.277010694811821,1.24366478392806,"yes"
"E02000092","E09000004",1.23835384309627,1.03721083502614,"yes"
"E02000093","E09000005",-0.382792417502918,0.329368724505273,NA
"E02000094","E09000005",0.338509688913891,-0.428243534411591,NA
"E02000095","E09000005",-0.352774162779192,-0.385846741333518,NA
"E02000096","E09000005",-0.999416471288722,-0.721334408299137,NA
"E02000097","E09000005",0.135172473241164,-0.428243534411591,NA
"E02000098","E09000005",1.04233822737365,-0.931475034860019,NA
"E02000099","E09000005",0.235459128945852,-0.931475034860019,NA
"E02000100","E09000005",-0.53931128867416,-0.677094276391583,NA
"E02000101","E09000005",2.0804698075799,-1.18585579332846,NA
"E02000102","E09000005",1.95236355040588,0.301718642063051,NA
"E02000103","E09000005",2.40715245973102,1.78929307745456,"yes"
"E02000738","E09000025",0.0733670884633697,1.56256240142834,NA
"E02000739","E09000025",1.7817905025497,3.32663766124206,"yes"
"E02000740","E09000025",2.76224892293293,3.2934575623114,"yes"
"E02000426","E09000014",0.514510819341141,-0.433773550900035,NA
"E02000741","E09000025",1.13478514561282,3.32663766124206,"yes"
"E02000742","E09000025",1.05216114147858,1.56256240142834,"yes"
"E02000743","E09000025",2.73740761640696,3.32663766124206,"yes"
"E02000427","E09000014",1.119194793456,-0.54437388066892,NA
"E02000744","E09000025",1.78065008164957,3.32663766124206,"yes"
"E02000428","E09000014",3.00855442627512,-0.433773550900035,NA
"E02000745","E09000025",1.78831792043196,1.56256240142834,"yes"
"E02000429","E09000014",0.460335613884267,-0.461423633342256,NA
"E02000746","E09000025",1.89281208377826,-0.201512858385376,NA
"E02000430","E09000014",0.602536870788914,-0.461423633342256,NA
"E02000747","E09000025",1.68428671981404,3.2934575623114,"yes"
"E02000431","E09000014",-0.021767951096731,-0.378473386015593,NA
"E02000532","E09000018",0.541233444549271,0.567159433508376,"yes"
"E02000748","E09000025",1.22202453720111,1.56256240142834,"yes"
"E02000432","E09000014",1.45392172642049,-0.54437388066892,NA
"E02000533","E09000018",0.475347172440126,0.27406855962083,NA
"E02000749","E09000025",3.21815091111285,1.56256240142834,"yes"
"E02000433","E09000015",-0.0808296023053016,-0.0909125286164909,NA
"E02000534","E09000018",-0.569459949477812,0.816010175488368,NA
"E02000751","E09000026",-0.401530511304978,0.887900389838144,NA
"E02000434","E09000015",-0.414136338056103,0.0141577846639501,NA
"E02000535","E09000018",-0.478047532614927,-1.18585579332846,NA
"E02000752","E09000026",0.857270738186449,0.240888460690165,NA
"E02000435","E09000015",0.0799316513753357,-0.455893616853812,NA
"E02000536","E09000018",-0.313091309140894,-1.25221599118979,NA
"E02000753","E09000026",0.808744282062059,0.627989614881263,"yes"
"E02000436","E09000015",-1.31389434834832,-0.706587697663286,NA
"E02000537","E09000018",-1.10477735942992,-1.31857618905112,NA
"E02000538","E09000018",-0.46485220534757,-0.273403072735151,NA
"E02000539","E09000018",0.731168995323023,0.816010175488368,"yes"
"E02000540","E09000018",0.580361841219265,-1.31857618905112,NA
"E02000541","E09000018",0.45854659290748,-1.18585579332846,NA
"E02000542","E09000018",0.426842876892322,-1.25221599118979,NA
"E02000543","E09000018",-0.118754155655641,-0.494603732272922,NA
"E02000544","E09000018",-0.866288978185512,-0.494603732272922,NA
"E02000545","E09000018",1.34175180747298,0.489739202670157,"yes"
"E02000546","E09000018",-0.246735200163884,-0.372943369527148,NA
"E02000547","E09000018",0.560110120128125,0.229828427713276,NA
"E02000548","E09000018",0.927437394783364,0.710939862207927,"yes"
